"Gene_Symbol","Ensembl_ID","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"GPR161","ENSG00000143147",994.802931187248,-0.315508684091648,0.75931400748422,-0.415518061015364,0.677762696350289,0.874484933662941
"LCA5L","ENSG00000157578",35.9264108614355,-0.23677472466257,0.56967119631287,-0.41563401168089,0.677677834747305,0.874484933662941
"RCCD1","ENSG00000166965",938.4048315648,-0.116757001539648,0.28099860158124,-0.415507411363015,0.677770490788884,0.874484933662941
"ZSWIM9","ENSG00000185453",598.856494772508,0.145390685963129,0.349916347768491,0.415501267346679,0.677774987585922,0.874484933662941
"ANKRD42-DT","ENSG00000247137",77.1684935178034,0.187099159693132,0.450538875103832,0.415278614192866,0.677937954865319,0.874484933662941
"ENSG00000289138","ENSG00000289138",54.8104377344027,0.222748711896972,0.536337542636192,0.415314413386247,0.677911751223232,0.874484933662941
"COX17","ENSG00000138495",1049.06379758409,0.154365565775214,0.372002517148628,0.414958390492663,0.678172363705957,0.874639578718712
"POMGNT2","ENSG00000144647",411.419147761632,-0.228778217310679,0.551567284838317,-0.414778438822276,0.678304104862543,0.874639578718712
"PDGFC","ENSG00000145431",399.106931563288,0.175015124355054,0.422012688968024,0.414715312904525,0.678350321164304,0.874639578718712
"TXNRD1","ENSG00000198431",5150.59959579562,0.115306650987009,0.277983397266062,0.414796898379681,0.678290590317781,0.874639578718712
"NDUFAF8","ENSG00000224877",352.915512012795,0.130420597548782,0.314318586117603,0.414931229997275,0.678192247053841,0.874639578718712
"MIR1244-2","ENSG00000283498",162.676303123133,-0.239397431611222,0.577260348707228,-0.414713105009466,0.678351937649742,0.874639578718712
"ENSG00000288746","ENSG00000288746",10.2565814720264,-0.36359322719051,0.876664362345976,-0.41474621623437,0.678327695795643,0.874639578718712
"MNDA","ENSG00000163563",317.068020609773,0.182837489188066,0.440984584685753,0.414611974063347,0.678425981116508,0.874680874148973
"BAHD1","ENSG00000140320",1733.94707938935,0.140355762151584,0.338656943378783,0.414448204579105,0.678545892248792,0.874781297054456
"CDIPT","ENSG00000103502",2417.92979347299,-0.11681093757049,0.281932446102756,-0.414322434984714,0.67863798559241,0.874791677031752
